[8, 6, 7, 7, -3, -1, -1, -3, 0]
[-5, 3, 3, 7, 2, -2, 2, 5, 0]
[1, 1, -8, 5, 7, 5, 7, 3, 0]
[7, 8, 8, -2, -3, 1, -3, 5, 0]
[1, -4, -4, -2, 3, -6, 3, -5, 15]
[2, -8, 2, 1, 6, 7, 6, 7, 0]
[-6, -4, 3, -2, -4, -3, 2, -1, 15]
[-6, 8, 8, -6, 2, 1, 2, -7, 11]
[-5, 1, -7, -6, 6, 2, -4, 2, 16]
[-1, -4, -4, -3, -2, 4, -2, -1, 13]
[2, 3, -2, -8, -4, -5, -1, 1, 16]
[2, -2, 3, -4, -1, -4, -4, 1, 11]
[5, 4, -7, 3, -7, 8, 5, -4, 10]
[-1, 4, -5, 2, -2, -3, -5, -5, 16]
[3, -5, 5, 5, 4, 8, -4, -7, 8]
[-1, -5, -6, 2, -4, 2, -4, 3, 16]
