[-3, -1, 1, -4, 6, 8, 5, 4, 0]
[4, -7, -3, -2, -1, 7, 5, 8, 4]
[4, 8, 5, 4, -3, -2, 2, -4, 1]
[8, 3, 4, 1, -4, 3, -1, -4, 3]
[-4, 8, 7, 6, 3, -8, -2, -5, 9]
[-8, -2, -4, -3, 5, 8, 3, -1, 11]
[-6, 6, -3, -5, 8, 2, 6, -1, 7]
[8, 5, 7, 8, -6, -2, 1, 3, 0]
[-4, -3, -5, -8, 8, 6, -1, 2, 14]
[-6, -2, 1, 4, 8, 5, 7, 8, 0]
[6, 4, -2, 5, -5, -2, -1, -8, 12]
[2, -1, 8, 3, 4, -2, -2, -2, 3]
[7, 8, -1, -2, -6, -2, -7, -5, 16]
[8, -2, -2, -2, 2, -1, 8, 3, 3]
[2, 2, -2, 4, 3, 1, -3, 4, 1]
[-5, -4, -2, 4, -6, -1, -3, 4, 16]
[-4, 3, -3, -2, -2, -4, 4, 1, 11]
[-2, -4, 8, 1, -8, 3, -3, -2, 15]
[-4, -4, -1, -4, 3, -1, -6, 8, 16]
[-1, -2, 2, -2, -1, -8, 2, -4, 16]
