[17, 8, 30, 22, -9, -5, -9, 6, 0]
[8, 1, -2, -3, 7, 8, 4, -3, 0]
[-9, 5, 1, 2, 7, 4, 4, 8, 0]
[-9, -5, -4, 7, 2, -1, -8, -4, 22]
[500, -3, -1, 1, 499, -496, 497, 499, 0]
[-42, 38, 66, 66, 17, -1, 71, -29, 5]
[2, -6, -1, -8, 7, -4, -8, -4, 23]
[-1, 1, -3, 2, -1, 0, -3, -3, 8]
[-2, -1, -3, -3, -1, -3, 3, -2, 12]
[1, 2, -4, 500, 1, 1, 3, 500, 0]
[-3, -3, 1, -3, -3, -1, 2, 3, 10]
[0, 500, -1, -498, 499, 500, -1, 500, 0]
[500, -498, 500, -1, -1, 500, -1, -1, 500]
[-495, 500, 500, -2, -2, 1, -1, -2, 500]
[1, -1, -1, 1, 0, 0, 1, 0, 1]
[-2, 4, 3, 2, -1, -2, -1, 3, 3]
[1, 1, 1, -14, -5, -1, 3, -1, 20]
[-159, -340, 158, 62, -1, 220, 220, -63, 500]
[-1, -1, 0, 0, 1, -1, 0, -1, 3]
[1, -2, -2, -4, 1, -2, -4, 500, 12]
[-1, -1, -1, 0, -1, 500, -1, 500, 4]
