[6, -2, 1, 2, -1, -2, 2, -1, 2, -2, 2]
[6, 2, -2, 1, 2, -2, -1, 2, -1, -2, 1]
[12, 4, -4, -2, -4, -3, 2, 2, 2, -3, 1]
[5, 3, 3, 1, 1, 0, -3, -3, 3, -2, 2]
[5, -3, -3, -1, 3, -3, 4, 5, 2, 2, 5]
[13, -2, -1, -1, -3, -3, -3, -1, 3, 3, -2]
[12, -1, -5, -3, -5, 5, 2, 2, -3, 4, 5]
[8, -2, -3, -3, 3, 3, -2, 2, 1, -1, 3]
[17, -3, -3, -2, -3, -3, -3, 1, -1, -2, 2]
[6, -3, 2, -3, 3, -1, -2, 1, 3, 2, 3]
[11, -4, 4, -4, 2, 3, 2, 2, -4, -1, -2]
[15, -3, 0, -3, 1, -1, -3, 2, -3, -2, -3]
[0, 1, 3, -3, 2, 2, 3, 2, 1, 2, 0]
[7, -2, 0, -1, 2, -2, 2, 1, 2, -2, -2]
[13, 2, -3, 3, -3, -2, -1, -3, -2, 1, -2]
[6, 3, 3, 3, -1, -1, 1, 2, -2, -3, -2]
[10, 3, -3, -3, 1, 1, 3, 3, -2, -3, -2]
[11, 3, -3, -2, 1, -3, -3, -1, -2, 3, 2]
[5, 0, 3, 1, 3, 1, -3, 2, 3, -3, -2]
[16, -1, 3, -5, -5, -3, 4, -2, -5, 2, 5]
[10, 2, 0, -3, -1, -3, 3, -2, 3, -3, -1]
[14, 1, 3, -3, -3, -1, -2, -3, -2, 3, -3]
[8, 3, -3, 2, -3, 3, -1, 2, -1, -3, 2]
[13, -4, -2, -4, 1, 4, 2, -3, 2, -4, 4]
[12, -3, -3, 3, -2, 3, 2, -3, -1, 1, -3]
[0, 6, -2, 2, -2, 1, 4, -2, 6, 5, 5]
[11, -3, -3, -1, -1, 3, -2, -2, -2, 3, 3]
[0, 7, 2, -4, -4, -1, 5, 2, 8, 9, 7]
[9, 0, 1, 5, 3, 3, -3, -4, 2, -2, -5]
[13, -4, -4, 2, 2, -1, -3, -3, 3, -2, 2]
[0, -2, 3, 0, -2, -1, 5, 5, 4, 3, 2]
[19, 2, 1, -4, -4, 4, -2, -4, -4, -3, -2]
[7, -1, 3, 3, -1, 3, 3, -2, -3, -3, 2]
[6, 3, 1, 3, 5, 0, -5, 4, -2, 2, -4]
[7, 1, -2, -2, 4, 4, -1, -3, 2, 4, -3]
[4, -1, 3, 3, -1, 1, -3, 3, -2, 2, 3]
[10, -6, 4, 6, -6, -1, -3, 3, 2, 5, 4]
[12, -1, -3, -3, 1, 3, 3, -3, -2, -3, 2]
[5, -2, -2, 2, 2, 2, 1, 2, -1, -2, 1]
[2, 2, 0, 4, 1, 4, 2, -3, 3, -1, -2]
[9, -2, 2, -2, -1, -1, 1, 1, -2, -2, -1]
[11, -1, -3, 3, 1, -3, 2, -3, -2, -2, 2]
[14, -3, 1, -1, 0, -3, -2, -3, -3, -2, 3]
[13, -2, -4, 1, -4, 2, -2, 3, 4, -2, -3]
[10, -3, 3, 3, 2, -3, 1, -3, -3, 2, -1]
[3, 1, 1, -1, -1, 1, 1, 1, -1, -1, 1]
[7, 3, 3, 2, -3, -3, -1, 3, -2, -1, 2]
[0, 3, 3, -1, 3, -1, 2, 2, 2, -1, 3]
[15, -2, -3, -3, 5, 1, -5, 2, -5, 3, -2]
[12, 3, 1, -3, 3, -3, 1, -3, -2, -2, -2]
[10, 1, -4, 1, 2, -4, 2, 3, -4, 4, -2]
[1, 4, 1, 2, 4, 0, -3, 4, 1, 3, -2]
[12, -3, -3, 3, -1, -2, 3, 3, -3, -1, -2]
[6, -1, 2, -2, -2, 2, -1, 2, 1, -2, 2]
[6, 2, -2, -2, -1, 3, 3, -3, 1, 3, -1]
[20, 1, -2, 5, -4, -4, -5, -3, 1, -2, -5]
[7, 4, 2, 0, 1, 4, -4, -3, -2, -2, 4]
[2, 0, 1, 3, 3, 1, 3, -2, -3, 2, 3]
[0, 3, 4, 3, 2, 4, 2, 1, -2, 1, -2]
[10, -3, 3, 1, 3, -3, -2, 1, -3, -2, 3]
[16, -3, -3, -3, -1, -3, 3, -1, -3, 2, -2]
[0, -2, 11, -1, -2, 6, 9, 5, 5, 9, -6]
